2000_0,0.957800
2000_500,0.959400
2000_1000,0.967200
2000_2000,0.967700
2000_3000,0.965000
2000_4000,0.965100
2000_5000,0.964300
2000_10000,0.962100
500_0,0.887100
500_125,0.793800
500_250,0.925900
500_500,0.939200
500_750,0.937800
500_1000,0.946300
500_1250,0.938500
500_2500,0.951900
