1024,2048,2,,0.6333333333333333
1024,2048,4,sqrt,0.8066666666666666
1024,2048,4,log2,0.7933333333333333
1024,2048,4,,0.7533333333333333
1024,2048,8,sqrt,0.82
1024,2048,8,log2,0.8
1024,2048,8,,0.8
1024,2048,16,sqrt,0.82
1024,2048,16,log2,0.8133333333333334
1024,2048,16,,0.8
1024,2048,32,sqrt,0.82
1024,2048,32,log2,0.8133333333333334
1024,2048,32,,0.8
1024,2048,64,sqrt,0.82
1024,2048,64,log2,0.8133333333333334
1024,2048,64,,0.8
1024,2048,,sqrt,0.82
1024,2048,,log2,0.8133333333333334
1024,2048,,,0.8
1024,4096,2,sqrt,0.7
1024,4096,2,log2,0.7266666666666667
1024,4096,2,,0.6066666666666667
1024,4096,4,sqrt,0.7933333333333333
1024,4096,4,log2,0.8
1024,4096,4,,0.76
1024,4096,8,sqrt,0.8133333333333334
1024,4096,8,log2,0.82
1024,4096,8,,0.8066666666666666
1024,4096,16,sqrt,0.8133333333333334
1024,4096,16,log2,0.82
1024,4096,16,,0.8066666666666666
1024,4096,32,sqrt,0.8133333333333334
1024,4096,32,log2,0.82
1024,4096,32,,0.8066666666666666
1024,4096,64,sqrt,0.8133333333333334
1024,4096,64,log2,0.82
1024,4096,64,,0.8066666666666666
1024,4096,,sqrt,0.8133333333333334
1024,4096,,log2,0.82
1024,4096,,,0.8066666666666666
1024,8192,2,sqrt,0.6933333333333334
1024,8192,2,log2,0.7266666666666667
1024,8192,2,,0.6133333333333333
1024,8192,4,sqrt,0.7866666666666666
1024,8192,4,log2,0.8
1024,8192,4,,0.76
1024,8192,8,sqrt,0.82
1024,8192,8,log2,0.8133333333333334
1024,8192,8,,0.8066666666666666
1024,8192,16,sqrt,0.8133333333333334
1024,8192,16,log2,0.82
1024,8192,16,,0.8066666666666666
1024,8192,32,sqrt,0.8133333333333334
1024,8192,32,log2,0.82
1024,8192,32,,0.8066666666666666
1024,8192,64,sqrt,0.8133333333333334
1024,8192,64,log2,0.82
1024,8192,64,,0.8066666666666666
1024,8192,,sqrt,0.8133333333333334
1024,8192,,log2,0.82
1024,8192,,,0.8066666666666666
1024,16384,2,sqrt,0.6933333333333334
1024,16384,2,log2,0.7266666666666667
1024,16384,2,,0.6266666666666667
1024,16384,4,sqrt,0.78
1024,16384,4,log2,0.7933333333333333
1024,16384,4,,0.7733333333333333
1024,16384,8,sqrt,0.82
1024,16384,8,log2,0.8133333333333334
1024,16384,8,,0.8133333333333334
1024,16384,16,sqrt,0.82
1024,16384,16,log2,0.82
1024,16384,16,,0.8133333333333334
1024,16384,32,sqrt,0.82
1024,16384,32,log2,0.82
1024,16384,32,,0.8133333333333334
1024,16384,64,sqrt,0.82
1024,16384,64,log2,0.82
1024,16384,64,,0.8133333333333334
1024,16384,,sqrt,0.82
1024,16384,,log2,0.82
1024,16384,,,0.8133333333333334
1024,32768,2,sqrt,0.6933333333333334
1024,32768,2,log2,0.7133333333333334
1024,32768,2,,0.62
1024,32768,4,sqrt,0.7866666666666666
1024,32768,4,log2,0.7933333333333333
1024,32768,4,,0.7666666666666667
1024,32768,8,sqrt,0.8266666666666667
1024,32768,8,log2,0.8266666666666667
1024,32768,8,,0.8133333333333334
1024,32768,16,sqrt,0.8266666666666667
1024,32768,16,log2,0.8266666666666667
1024,32768,16,,0.8133333333333334
1024,32768,32,sqrt,0.8266666666666667
1024,32768,32,log2,0.8266666666666667
1024,32768,32,,0.8133333333333334
1024,32768,64,sqrt,0.8266666666666667
1024,32768,64,log2,0.8266666666666667
1024,32768,64,,0.8133333333333334
1024,32768,,sqrt,0.8266666666666667
1024,32768,,log2,0.8266666666666667
1024,32768,,,0.8133333333333334
1024,65536,2,sqrt,0.7
1024,65536,2,log2,0.72
1024,65536,2,,0.6266666666666667
1024,65536,4,sqrt,0.7866666666666666
1024,65536,4,log2,0.78
1024,65536,4,,0.7733333333333333
1024,65536,8,sqrt,0.8133333333333334
1024,65536,8,log2,0.82
1024,65536,8,,0.8133333333333334
1024,65536,16,sqrt,0.8133333333333334
1024,65536,16,log2,0.8266666666666667
1024,65536,16,,0.8133333333333334
1024,65536,32,sqrt,0.8133333333333334
1024,65536,32,log2,0.8266666666666667
1024,65536,32,,0.8133333333333334
1024,65536,64,sqrt,0.8133333333333334
1024,65536,64,log2,0.8266666666666667
1024,65536,64,,0.8133333333333334
1024,65536,,sqrt,0.8133333333333334
1024,65536,,log2,0.8266666666666667
1024,65536,,,0.8133333333333334
2048,64,2,sqrt,0.6133333333333333
2048,64,2,log2,0.66
2048,64,2,,0.5666666666666667
2048,64,4,sqrt,0.76
2048,64,4,log2,0.6533333333333333
2048,64,4,,0.6933333333333334
2048,64,8,sqrt,0.7333333333333333
2048,64,8,log2,0.7
2048,64,8,,0.7
2048,64,16,sqrt,0.7533333333333333
2048,64,16,log2,0.7266666666666667
2048,64,16,,0.6933333333333334
2048,64,32,sqrt,0.7533333333333333
2048,64,32,log2,0.7266666666666667
2048,64,32,,0.6933333333333334
2048,64,64,sqrt,0.7533333333333333
2048,64,64,log2,0.7266666666666667
2048,64,64,,0.6933333333333334
2048,64,,sqrt,0.7533333333333333
2048,64,,log2,0.7266666666666667
2048,64,,,0.6933333333333334
2048,128,2,sqrt,0.66
2048,128,2,log2,0.6866666666666666
2048,128,2,,0.5933333333333334
2048,128,4,sqrt,0.7933333333333333
2048,128,4,log2,0.7266666666666667
2048,128,4,,0.7133333333333334
2048,128,8,sqrt,0.7666666666666667
2048,128,8,log2,0.7266666666666667
2048,128,8,,0.74
2048,128,16,sqrt,0.76
2048,128,16,log2,0.7333333333333333
2048,128,16,,0.7333333333333333
2048,128,32,sqrt,0.76
2048,128,32,log2,0.7333333333333333
2048,128,32,,0.7333333333333333
2048,128,64,sqrt,0.76
2048,128,64,log2,0.7333333333333333
2048,128,64,,0.7333333333333333
2048,128,,sqrt,0.76
2048,128,,log2,0.7333333333333333
2048,128,,,0.7333333333333333
2048,256,2,sqrt,0.6666666666666666
2048,256,2,log2,0.7133333333333334
2048,256,2,,0.6066666666666667
2048,256,4,sqrt,0.7733333333333333
2048,256,4,log2,0.7666666666666667
2048,256,4,,0.7133333333333334
2048,256,8,sqrt,0.7733333333333333
2048,256,8,log2,0.7466666666666667
2048,256,8,,0.74
2048,256,16,sqrt,0.7866666666666666
2048,256,16,log2,0.7933333333333333
2048,256,16,,0.74
2048,256,32,sqrt,0.7866666666666666
2048,256,32,log2,0.7933333333333333
2048,256,32,,0.74
2048,256,64,sqrt,0.7866666666666666
2048,256,64,log2,0.7933333333333333
2048,256,64,,0.74
2048,256,,sqrt,0.7866666666666666
2048,256,,log2,0.7933333333333333
2048,256,,,0.74
2048,512,2,sqrt,0.7133333333333334
2048,512,2,log2,0.72
2048,512,2,,0.6
2048,512,4,sqrt,0.8
2048,512,4,log2,0.7733333333333333
2048,512,4,,0.7333333333333333
2048,512,8,sqrt,0.7933333333333333
2048,512,8,log2,0.7933333333333333
2048,512,8,,0.74
2048,512,16,sqrt,0.8066666666666666
2048,512,16,log2,0.8066666666666666
2048,512,16,,0.72
2048,512,32,sqrt,0.8066666666666666
2048,512,32,log2,0.8066666666666666
2048,512,32,,0.72
2048,512,64,sqrt,0.8066666666666666
2048,512,64,log2,0.8066666666666666
2048,512,64,,0.72
2048,512,,sqrt,0.8066666666666666
2048,512,,log2,0.8066666666666666
2048,512,,,0.72
2048,1024,2,sqrt,0.7266666666666667
2048,1024,2,log2,0.7133333333333334
2048,1024,2,,0.5866666666666667
2048,1024,4,sqrt,0.8133333333333334
2048,1024,4,log2,0.76
2048,1024,4,,0.7266666666666667
2048,1024,8,sqrt,0.8
2048,1024,8,log2,0.8066666666666666
2048,1024,8,,0.7333333333333333
2048,1024,16,sqrt,0.8
2048,1024,16,log2,0.8066666666666666
2048,1024,16,,0.7333333333333333
2048,1024,32,sqrt,0.8
2048,1024,32,log2,0.8066666666666666
2048,1024,32,,0.7333333333333333
2048,1024,64,sqrt,0.8
2048,1024,64,log2,0.8066666666666666
2048,1024,64,,0.7333333333333333
2048,1024,,sqrt,0.8
2048,1024,,log2,0.8066666666666666
2048,1024,,,0.7333333333333333
2048,2048,2,sqrt,0.7133333333333334
2048,2048,2,log2,0.7266666666666667
2048,2048,2,,0.5866666666666667
2048,2048,4,sqrt,0.8133333333333334
2048,2048,4,log2,0.78
2048,2048,4,,0.7066666666666667
2048,2048,8,sqrt,0.8066666666666666
2048,2048,8,log2,0.82
2048,2048,8,,0.7533333333333333
2048,2048,16,sqrt,0.8133333333333334
2048,2048,16,log2,0.8266666666666667
2048,2048,16,,0.74
2048,2048,32,sqrt,0.8133333333333334
2048,2048,32,log2,0.8266666666666667
2048,2048,32,,0.74
2048,2048,64,sqrt,0.8133333333333334
2048,2048,64,log2,0.8266666666666667
2048,2048,64,,0.74
2048,2048,,sqrt,0.8133333333333334
2048,2048,,log2,0.8266666666666667
2048,2048,,,0.74
2048,4096,2,sqrt,0.7133333333333334
2048,4096,2,log2,0.72
2048,4096,2,,0.5933333333333334
2048,4096,4,sqrt,0.7933333333333333
2048,4096,4,log2,0.8
2048,4096,4,,0.7
2048,4096,8,sqrt,0.8066666666666666
2048,4096,8,log2,0.8266666666666667
2048,4096,8,,0.7533333333333333
2048,4096,16,sqrt,0.8133333333333334
2048,4096,16,log2,0.82
2048,4096,16,,0.7466666666666667
2048,4096,32,sqrt,0.8133333333333334
2048,4096,32,log2,0.82
2048,4096,32,,0.7466666666666667
2048,4096,64,sqrt,0.8133333333333334
2048,4096,64,log2,0.82
2048,4096,64,,0.7466666666666667
2048,4096,,sqrt,0.8133333333333334
2048,4096,,log2,0.82
2048,4096,,,0.7466666666666667
2048,8192,2,sqrt,0.72
2048,8192,2,log2,0.72
2048,8192,2,,0.6
2048,8192,4,sqrt,0.78
2048,8192,4,log2,0.8
2048,8192,4,,0.7133333333333334
2048,8192,8,sqrt,0.82
2048,8192,8,log2,0.82
2048,8192,8,,0.7533333333333333
2048,8192,16,sqrt,0.82
2048,8192,16,log2,0.82
2048,8192,16,,0.74
2048,8192,32,sqrt,0.82
2048,8192,32,log2,0.82
2048,8192,32,,0.74
2048,8192,64,sqrt,0.82
2048,8192,64,log2,0.82
2048,8192,64,,0.74
2048,8192,,sqrt,0.82
2048,8192,,log2,0.82
2048,8192,,,0.74
2048,16384,2,sqrt,0.7
2048,16384,2,log2,0.72
2048,16384,2,,0.5866666666666667
2048,16384,4,sqrt,0.7866666666666666
2048,16384,4,log2,0.8
2048,16384,4,,0.7066666666666667
2048,16384,8,sqrt,0.82
2048,16384,8,log2,0.8333333333333334
2048,16384,8,,0.7333333333333333
2048,16384,16,sqrt,0.82
2048,16384,16,log2,0.82
2048,16384,16,,0.74
2048,16384,32,sqrt,0.82
2048,16384,32,log2,0.82
2048,16384,32,,0.74
2048,16384,64,sqrt,0.82
2048,16384,64,log2,0.82
2048,16384,64,,0.74
2048,16384,,sqrt,0.82
2048,16384,,log2,0.82
2048,16384,,,0.74
2048,32768,2,sqrt,0.7066666666666667
2048,32768,2,log2,0.7266666666666667
2048,32768,2,,0.5866666666666667
2048,32768,4,sqrt,0.8
2048,32768,4,log2,0.8066666666666666
2048,32768,4,,0.7133333333333334
2048,32768,8,sqrt,0.82
2048,32768,8,log2,0.8266666666666667
2048,32768,8,,0.7333333333333333
2048,32768,16,sqrt,0.82
2048,32768,16,log2,0.8266666666666667
2048,32768,16,,0.7333333333333333
2048,32768,32,sqrt,0.82
2048,32768,32,log2,0.8266666666666667
2048,32768,32,,0.7333333333333333
2048,32768,64,sqrt,0.82
2048,32768,64,log2,0.8266666666666667
2048,32768,64,,0.7333333333333333
2048,32768,,sqrt,0.82
2048,32768,,log2,0.8266666666666667
2048,32768,,,0.7333333333333333
2048,65536,2,sqrt,0.7066666666666667
2048,65536,2,log2,0.7333333333333333
2048,65536,2,,0.5866666666666667
2048,65536,4,sqrt,0.8
2048,65536,4,log2,0.8066666666666666
2048,65536,4,,0.7133333333333334
2048,65536,8,sqrt,0.82
2048,65536,8,log2,0.8266666666666667
2048,65536,8,,0.7333333333333333
2048,65536,16,sqrt,0.82
2048,65536,16,log2,0.8266666666666667
2048,65536,16,,0.7333333333333333
2048,65536,32,sqrt,0.82
2048,65536,32,log2,0.8266666666666667
2048,65536,32,,0.7333333333333333
2048,65536,64,sqrt,0.82
2048,65536,64,log2,0.8266666666666667
2048,65536,64,,0.7333333333333333
2048,65536,,sqrt,0.82
2048,65536,,log2,0.8266666666666667
2048,65536,,,0.7333333333333333
