NumBins,NumTrees,MaxDepth,MaxFeatures,Accuracy,Loss
512,32768,,log2,0.813333333,0.186666667
512,32768,,,0.773333333,0.226666667
512,65536,2,sqrt,0.686666667,0.313333333
512,65536,2,log2,0.7,0.3
512,65536,2,,0.633333333,0.366666667
512,65536,4,sqrt,0.78,0.22
512,65536,4,log2,0.793333333,0.206666667
512,65536,4,,0.74,0.26
512,65536,8,sqrt,0.813333333,0.186666667
512,65536,8,log2,0.806666667,0.193333333
512,65536,8,,0.773333333,0.226666667
512,65536,16,sqrt,0.813333333,0.186666667
512,65536,16,log2,0.806666667,0.193333333
512,65536,16,,0.773333333,0.226666667
512,65536,32,sqrt,0.813333333,0.186666667
512,65536,32,log2,0.806666667,0.193333333
512,65536,32,,0.773333333,0.226666667
512,65536,64,sqrt,0.813333333,0.186666667
512,65536,64,log2,0.806666667,0.193333333
512,65536,64,,0.773333333,0.226666667
512,65536,,sqrt,0.813333333,0.186666667
512,65536,,log2,0.806666667,0.193333333
512,65536,,,0.773333333,0.226666667
1024,64,2,sqrt,0.586666667,0.413333333
1024,64,2,log2,0.64,0.36
1024,64,2,,0.606666667,0.393333333
1024,64,4,sqrt,0.733333333,0.266666667
1024,64,4,log2,0.673333333,0.326666667
1024,64,4,,0.726666667,0.273333333
1024,64,8,sqrt,0.746666667,0.253333333
1024,64,8,log2,0.74,0.26
1024,64,8,,0.78,0.22
1024,64,16,sqrt,0.76,0.24
1024,64,16,log2,0.76,0.24
1024,64,16,,0.78,0.22
1024,64,32,sqrt,0.76,0.24
1024,64,32,log2,0.76,0.24
1024,64,32,,0.78,0.22
1024,64,64,sqrt,0.76,0.24
1024,64,64,log2,0.76,0.24
1024,64,64,,0.78,0.22
1024,64,,sqrt,0.76,0.24
1024,64,,log2,0.76,0.24
1024,64,,,0.78,0.22
1024,128,2,sqrt,0.673333333,0.326666667
1024,128,2,log2,0.713333333,0.286666667
1024,128,2,,0.62,0.38
1024,128,4,sqrt,0.78,0.22
1024,128,4,log2,0.713333333,0.286666667
1024,128,4,,0.74,0.26
1024,128,8,sqrt,0.773333333,0.226666667
1024,128,8,log2,0.78,0.22
1024,128,8,,0.786666667,0.213333333
1024,128,16,sqrt,0.8,0.2
1024,128,16,log2,0.793333333,0.206666667
1024,128,16,,0.786666667,0.213333333
1024,128,32,sqrt,0.8,0.2
1024,128,32,log2,0.793333333,0.206666667
1024,128,32,,0.786666667,0.213333333
1024,128,64,sqrt,0.8,0.2
1024,128,64,log2,0.793333333,0.206666667
1024,128,64,,0.786666667,0.213333333
1024,128,,sqrt,0.8,0.2
1024,128,,log2,0.793333333,0.206666667
1024,128,,,0.786666667,0.213333333
1024,256,2,sqrt,0.693333333,0.306666667
1024,256,2,log2,0.706666667,0.293333333
1024,256,2,,0.64,0.36
1024,256,4,sqrt,0.766666667,0.233333333
1024,256,4,log2,0.766666667,0.233333333
1024,256,4,,0.753333333,0.246666667
1024,256,8,sqrt,0.813333333,0.186666667
1024,256,8,log2,0.793333333,0.206666667
1024,256,8,,0.773333333,0.226666667
1024,256,16,sqrt,0.813333333,0.186666667
1024,256,16,log2,0.8,0.2
1024,256,16,,0.78,0.22
1024,256,32,sqrt,0.813333333,0.186666667
1024,256,32,log2,0.8,0.2
1024,256,32,,0.78,0.22
1024,256,64,sqrt,0.813333333,0.186666667
1024,256,64,log2,0.8,0.2
1024,256,64,,0.78,0.22
1024,256,,sqrt,0.813333333,0.186666667
1024,256,,log2,0.8,0.2
1024,256,,,0.78,0.22
1024,512,2,sqrt,0.7,0.3
1024,512,2,log2,0.713333333,0.286666667
1024,512,2,,0.66,0.34
1024,512,4,sqrt,0.806666667,0.193333333
1024,512,4,log2,0.78,0.22
1024,512,4,,0.76,0.24
1024,512,8,sqrt,0.8,0.2
1024,512,8,log2,0.806666667,0.193333333
1024,512,8,,0.82,0.18
1024,512,16,sqrt,0.82,0.18
1024,512,16,log2,0.833333333,0.166666667
1024,512,16,,0.82,0.18
1024,512,32,sqrt,0.82,0.18
1024,512,32,log2,0.833333333,0.166666667
1024,512,32,,0.82,0.18
1024,512,64,sqrt,0.82,0.18
1024,512,64,log2,0.833333333,0.166666667
1024,512,64,,0.82,0.18
1024,512,,sqrt,0.82,0.18
1024,512,,log2,0.833333333,0.166666667
1024,512,,,0.82,0.18
1024,1024,2,sqrt,0.7,0.3
1024,1024,2,log2,0.706666667,0.293333333
1024,1024,2,,0.613333333,0.386666667
1024,1024,4,sqrt,0.793333333,0.206666667
1024,1024,4,log2,0.8,0.2
1024,1024,4,,0.76,0.24
1024,1024,8,sqrt,0.82,0.18
1024,1024,8,log2,0.8,0.2
1024,1024,8,,0.78,0.22
1024,1024,16,sqrt,0.833333333,0.166666667
1024,1024,16,log2,0.813333333,0.186666667
1024,1024,16,,0.78,0.22
1024,1024,32,sqrt,0.833333333,0.166666667
1024,1024,32,log2,0.813333333,0.186666667
1024,1024,32,,0.78,0.22
1024,1024,64,sqrt,0.833333333,0.166666667
1024,1024,64,log2,0.813333333,0.186666667
1024,1024,64,,0.78,0.22
1024,1024,,sqrt,0.833333333,0.166666667
1024,1024,,log2,0.813333333,0.186666667
1024,1024,,,0.78,0.22
1024,2048,2,sqrt,0.706666667,0.293333333
1024,2048,2,log2,0.733333333,0.266666667
1024,2048,2,,0.633333333,0.366666667
1024,2048,4,sqrt,0.806666667,0.193333333
1024,2048,4,log2,0.793333333,0.206666667
1024,2048,4,,0.753333333,0.246666667
1024,2048,8,sqrt,0.82,0.18
1024,2048,8,log2,0.8,0.2
1024,2048,8,,0.8,0.2
1024,2048,16,sqrt,0.82,0.18
1024,2048,16,log2,0.813333333,0.186666667
1024,2048,16,,0.8,0.2
1024,2048,32,sqrt,0.82,0.18
1024,2048,32,log2,0.813333333,0.186666667
1024,2048,32,,0.8,0.2
1024,2048,64,sqrt,0.82,0.18
1024,2048,64,log2,0.813333333,0.186666667
1024,2048,64,,0.8,0.2
1024,2048,,sqrt,0.82,0.18
1024,2048,,log2,0.813333333,0.186666667
1024,2048,,,0.8,0.2
1024,4096,2,sqrt,0.7,0.3
1024,4096,2,log2,0.726666667,0.273333333
1024,4096,2,,0.606666667,0.393333333
1024,4096,4,sqrt,0.793333333,0.206666667
1024,4096,4,log2,0.8,0.2
1024,4096,4,,0.76,0.24
1024,4096,8,sqrt,0.813333333,0.186666667
1024,4096,8,log2,0.82,0.18
1024,4096,8,,0.806666667,0.193333333
1024,4096,16,sqrt,0.813333333,0.186666667
1024,4096,16,log2,0.82,0.18
1024,4096,16,,0.806666667,0.193333333
1024,4096,32,sqrt,0.813333333,0.186666667
1024,4096,32,log2,0.82,0.18
1024,4096,32,,0.806666667,0.193333333
1024,4096,64,sqrt,0.813333333,0.186666667
1024,4096,64,log2,0.82,0.18
1024,4096,64,,0.806666667,0.193333333
1024,4096,,sqrt,0.813333333,0.186666667
1024,4096,,log2,0.82,0.18
1024,4096,,,0.806666667,0.193333333
1024,8192,2,sqrt,0.693333333,0.306666667
1024,8192,2,log2,0.726666667,0.273333333
1024,8192,2,,0.613333333,0.386666667
1024,8192,4,sqrt,0.786666667,0.213333333
1024,8192,4,log2,0.8,0.2
1024,8192,4,,0.76,0.24
1024,8192,8,sqrt,0.82,0.18
1024,8192,8,log2,0.813333333,0.186666667
1024,8192,8,,0.806666667,0.193333333
1024,8192,16,sqrt,0.813333333,0.186666667
1024,8192,16,log2,0.82,0.18
1024,8192,16,,0.806666667,0.193333333
1024,8192,32,sqrt,0.813333333,0.186666667
1024,8192,32,log2,0.82,0.18
1024,8192,32,,0.806666667,0.193333333
1024,8192,64,sqrt,0.813333333,0.186666667
1024,8192,64,log2,0.82,0.18
1024,8192,64,,0.806666667,0.193333333
1024,8192,,sqrt,0.813333333,0.186666667
1024,8192,,log2,0.82,0.18
1024,8192,,,0.806666667,0.193333333
1024,16384,2,sqrt,0.693333333,0.306666667
1024,16384,2,log2,0.726666667,0.273333333
1024,16384,2,,0.626666667,0.373333333
1024,16384,4,sqrt,0.78,0.22
1024,16384,4,log2,0.793333333,0.206666667
1024,16384,4,,0.773333333,0.226666667
1024,16384,8,sqrt,0.82,0.18
1024,16384,8,log2,0.813333333,0.186666667
1024,16384,8,,0.813333333,0.186666667
1024,16384,16,sqrt,0.82,0.18
1024,16384,16,log2,0.82,0.18
1024,16384,16,,0.813333333,0.186666667
1024,16384,32,sqrt,0.82,0.18
1024,16384,32,log2,0.82,0.18
1024,16384,32,,0.813333333,0.186666667
1024,16384,64,sqrt,0.82,0.18
1024,16384,64,log2,0.82,0.18
1024,16384,64,,0.813333333,0.186666667
1024,16384,,sqrt,0.82,0.18
1024,16384,,log2,0.82,0.18
1024,16384,,,0.813333333,0.186666667
1024,32768,2,sqrt,0.693333333,0.306666667
1024,32768,2,log2,0.713333333,0.286666667
1024,32768,2,,0.62,0.38
1024,32768,4,sqrt,0.786666667,0.213333333
1024,32768,4,log2,0.793333333,0.206666667
1024,32768,4,,0.766666667,0.233333333
1024,32768,8,sqrt,0.826666667,0.173333333
1024,32768,8,log2,0.826666667,0.173333333
1024,32768,8,,0.813333333,0.186666667
1024,32768,16,sqrt,0.826666667,0.173333333
1024,32768,16,log2,0.826666667,0.173333333
1024,32768,16,,0.813333333,0.186666667
1024,32768,32,sqrt,0.826666667,0.173333333
1024,32768,32,log2,0.826666667,0.173333333
1024,32768,32,,0.813333333,0.186666667
1024,32768,64,sqrt,0.826666667,0.173333333
1024,32768,64,log2,0.826666667,0.173333333
1024,32768,64,,0.813333333,0.186666667
1024,32768,,sqrt,0.826666667,0.173333333
1024,32768,,log2,0.826666667,0.173333333
1024,32768,,,0.813333333,0.186666667
1024,65536,2,sqrt,0.7,0.3
1024,65536,2,log2,0.72,0.28
1024,65536,2,,0.626666667,0.373333333
1024,65536,4,sqrt,0.786666667,0.213333333
1024,65536,4,log2,0.78,0.22
1024,65536,4,,0.773333333,0.226666667
1024,65536,8,sqrt,0.813333333,0.186666667
1024,65536,8,log2,0.82,0.18
1024,65536,8,,0.813333333,0.186666667
1024,65536,16,sqrt,0.813333333,0.186666667
1024,65536,16,log2,0.826666667,0.173333333
1024,65536,16,,0.813333333,0.186666667
1024,65536,32,sqrt,0.813333333,0.186666667
1024,65536,32,log2,0.826666667,0.173333333
1024,65536,32,,0.813333333,0.186666667
1024,65536,64,sqrt,0.813333333,0.186666667
1024,65536,64,log2,0.826666667,0.173333333
1024,65536,64,,0.813333333,0.186666667
1024,65536,,sqrt,0.813333333,0.186666667
1024,65536,,log2,0.826666667,0.173333333
1024,65536,,,0.813333333,0.186666667
2048,64,2,sqrt,0.613333333,0.386666667
2048,64,2,log2,0.66,0.34
2048,64,2,,0.566666667,0.433333333
2048,64,4,sqrt,0.76,0.24
2048,64,4,log2,0.653333333,0.346666667
2048,64,4,,0.693333333,0.306666667
2048,64,8,sqrt,0.733333333,0.266666667
2048,64,8,log2,0.7,0.3
2048,64,8,,0.7,0.3
2048,64,16,sqrt,0.753333333,0.246666667
2048,64,16,log2,0.726666667,0.273333333
2048,64,16,,0.693333333,0.306666667
2048,64,32,sqrt,0.753333333,0.246666667
2048,64,32,log2,0.726666667,0.273333333
2048,64,32,,0.693333333,0.306666667
2048,64,64,sqrt,0.753333333,0.246666667
2048,64,64,log2,0.726666667,0.273333333
2048,64,64,,0.693333333,0.306666667
2048,64,,sqrt,0.753333333,0.246666667
2048,64,,log2,0.726666667,0.273333333
2048,64,,,0.693333333,0.306666667
2048,128,2,sqrt,0.66,0.34
2048,128,2,log2,0.686666667,0.313333333
2048,128,2,,0.593333333,0.406666667
2048,128,4,sqrt,0.793333333,0.206666667
2048,128,4,log2,0.726666667,0.273333333
2048,128,4,,0.713333333,0.286666667
2048,128,8,sqrt,0.766666667,0.233333333
2048,128,8,log2,0.726666667,0.273333333
2048,128,8,,0.74,0.26
2048,128,16,sqrt,0.76,0.24
2048,128,16,log2,0.733333333,0.266666667
2048,128,16,,0.733333333,0.266666667
2048,128,32,sqrt,0.76,0.24
2048,128,32,log2,0.733333333,0.266666667
2048,128,32,,0.733333333,0.266666667
2048,128,64,sqrt,0.76,0.24
2048,128,64,log2,0.733333333,0.266666667
2048,128,64,,0.733333333,0.266666667
2048,128,,sqrt,0.76,0.24
2048,128,,log2,0.733333333,0.266666667
2048,128,,,0.733333333,0.266666667
2048,256,2,sqrt,0.666666667,0.333333333
2048,256,2,log2,0.713333333,0.286666667
2048,256,2,,0.606666667,0.393333333
2048,256,4,sqrt,0.773333333,0.226666667
2048,256,4,log2,0.766666667,0.233333333
2048,256,4,,0.713333333,0.286666667
2048,256,8,sqrt,0.773333333,0.226666667
2048,256,8,log2,0.746666667,0.253333333
2048,256,8,,0.74,0.26
2048,256,16,sqrt,0.786666667,0.213333333
2048,256,16,log2,0.793333333,0.206666667
2048,256,16,,0.74,0.26
2048,256,32,sqrt,0.786666667,0.213333333
2048,256,32,log2,0.793333333,0.206666667
2048,256,32,,0.74,0.26
2048,256,64,sqrt,0.786666667,0.213333333
2048,256,64,log2,0.793333333,0.206666667
2048,256,64,,0.74,0.26
2048,256,,sqrt,0.786666667,0.213333333
2048,256,,log2,0.793333333,0.206666667
2048,256,,,0.74,0.26
2048,512,2,sqrt,0.713333333,0.286666667
2048,512,2,log2,0.72,0.28
2048,512,2,,0.6,0.4
2048,512,4,sqrt,0.8,0.2
2048,512,4,log2,0.773333333,0.226666667
2048,512,4,,0.733333333,0.266666667
2048,512,8,sqrt,0.793333333,0.206666667
2048,512,8,log2,0.793333333,0.206666667
2048,512,8,,0.74,0.26
2048,512,16,sqrt,0.806666667,0.193333333
2048,512,16,log2,0.806666667,0.193333333
2048,512,16,,0.72,0.28
2048,512,32,sqrt,0.806666667,0.193333333
2048,512,32,log2,0.806666667,0.193333333
2048,512,32,,0.72,0.28
2048,512,64,sqrt,0.806666667,0.193333333
2048,512,64,log2,0.806666667,0.193333333
2048,512,64,,0.72,0.28
2048,512,,sqrt,0.806666667,0.193333333
2048,512,,log2,0.806666667,0.193333333
2048,512,,,0.72,0.28
2048,1024,2,sqrt,0.726666667,0.273333333
2048,1024,2,log2,0.713333333,0.286666667
2048,1024,2,,0.586666667,0.413333333
2048,1024,4,sqrt,0.813333333,0.186666667
2048,1024,4,log2,0.76,0.24
2048,1024,4,,0.726666667,0.273333333
2048,1024,8,sqrt,0.8,0.2
2048,1024,8,log2,0.806666667,0.193333333
2048,1024,8,,0.733333333,0.266666667
2048,1024,16,sqrt,0.8,0.2
2048,1024,16,log2,0.806666667,0.193333333
2048,1024,16,,0.733333333,0.266666667
2048,1024,32,sqrt,0.8,0.2
2048,1024,32,log2,0.806666667,0.193333333
2048,1024,32,,0.733333333,0.266666667
2048,1024,64,sqrt,0.8,0.2
2048,1024,64,log2,0.806666667,0.193333333
2048,1024,64,,0.733333333,0.266666667
2048,1024,,sqrt,0.8,0.2
2048,1024,,log2,0.806666667,0.193333333
2048,1024,,,0.733333333,0.266666667
2048,2048,2,sqrt,0.713333333,0.286666667
2048,2048,2,log2,0.726666667,0.273333333
2048,2048,2,,0.586666667,0.413333333
2048,2048,4,sqrt,0.813333333,0.186666667
2048,2048,4,log2,0.78,0.22
2048,2048,4,,0.706666667,0.293333333
2048,2048,8,sqrt,0.806666667,0.193333333
2048,2048,8,log2,0.82,0.18
2048,2048,8,,0.753333333,0.246666667
2048,2048,16,sqrt,0.813333333,0.186666667
2048,2048,16,log2,0.826666667,0.173333333
2048,2048,16,,0.74,0.26
2048,2048,32,sqrt,0.813333333,0.186666667
2048,2048,32,log2,0.826666667,0.173333333
2048,2048,32,,0.74,0.26
2048,2048,64,sqrt,0.813333333,0.186666667
2048,2048,64,log2,0.826666667,0.173333333
2048,2048,64,,0.74,0.26
2048,2048,,sqrt,0.813333333,0.186666667
2048,2048,,log2,0.826666667,0.173333333
2048,2048,,,0.74,0.26
2048,4096,2,sqrt,0.713333333,0.286666667
2048,4096,2,log2,0.72,0.28
2048,4096,2,,0.593333333,0.406666667
2048,4096,4,sqrt,0.793333333,0.206666667
2048,4096,4,log2,0.8,0.2
2048,4096,4,,0.7,0.3
2048,4096,8,sqrt,0.806666667,0.193333333
2048,4096,8,log2,0.826666667,0.173333333
2048,4096,8,,0.753333333,0.246666667
2048,4096,16,sqrt,0.813333333,0.186666667
2048,4096,16,log2,0.82,0.18
2048,4096,16,,0.746666667,0.253333333
2048,4096,32,sqrt,0.813333333,0.186666667
2048,4096,32,log2,0.82,0.18
2048,4096,32,,0.746666667,0.253333333
2048,4096,64,sqrt,0.813333333,0.186666667
2048,4096,64,log2,0.82,0.18
2048,4096,64,,0.746666667,0.253333333
2048,4096,,sqrt,0.813333333,0.186666667
2048,4096,,log2,0.82,0.18
2048,4096,,,0.746666667,0.253333333
2048,8192,2,sqrt,0.72,0.28
2048,8192,2,log2,0.72,0.28
2048,8192,2,,0.6,0.4
2048,8192,4,sqrt,0.78,0.22
2048,8192,4,log2,0.8,0.2
2048,8192,4,,0.713333333,0.286666667
2048,8192,8,sqrt,0.82,0.18
2048,8192,8,log2,0.82,0.18
2048,8192,8,,0.753333333,0.246666667
2048,8192,16,sqrt,0.82,0.18
2048,8192,16,log2,0.82,0.18
2048,8192,16,,0.74,0.26
2048,8192,32,sqrt,0.82,0.18
2048,8192,32,log2,0.82,0.18
2048,8192,32,,0.74,0.26
2048,8192,64,sqrt,0.82,0.18
2048,8192,64,log2,0.82,0.18
2048,8192,64,,0.74,0.26
2048,8192,,sqrt,0.82,0.18
2048,8192,,log2,0.82,0.18
2048,8192,,,0.74,0.26
2048,16384,2,sqrt,0.7,0.3
2048,16384,2,log2,0.72,0.28
2048,16384,2,,0.586666667,0.413333333
2048,16384,4,sqrt,0.786666667,0.213333333
2048,16384,4,log2,0.8,0.2
2048,16384,4,,0.706666667,0.293333333
2048,16384,8,sqrt,0.82,0.18
2048,16384,8,log2,0.833333333,0.166666667
2048,16384,8,,0.733333333,0.266666667
2048,16384,16,sqrt,0.82,0.18
2048,16384,16,log2,0.82,0.18
2048,16384,16,,0.74,0.26
2048,16384,32,sqrt,0.82,0.18
2048,16384,32,log2,0.82,0.18
2048,16384,32,,0.74,0.26
2048,16384,64,sqrt,0.82,0.18
2048,16384,64,log2,0.82,0.18
2048,16384,64,,0.74,0.26
2048,16384,,sqrt,0.82,0.18
2048,16384,,log2,0.82,0.18
2048,16384,,,0.74,0.26
2048,32768,2,sqrt,0.706666667,0.293333333
2048,32768,2,log2,0.726666667,0.273333333
2048,32768,2,,0.586666667,0.413333333
2048,32768,4,sqrt,0.8,0.2
2048,32768,4,log2,0.806666667,0.193333333
2048,32768,4,,0.713333333,0.286666667
2048,32768,8,sqrt,0.82,0.18
2048,32768,8,log2,0.826666667,0.173333333
2048,32768,8,,0.733333333,0.266666667
2048,32768,16,sqrt,0.82,0.18
2048,32768,16,log2,0.826666667,0.173333333
2048,32768,16,,0.733333333,0.266666667
2048,32768,32,sqrt,0.82,0.18
2048,32768,32,log2,0.826666667,0.173333333
2048,32768,32,,0.733333333,0.266666667
2048,32768,64,sqrt,0.82,0.18
2048,32768,64,log2,0.826666667,0.173333333
2048,32768,64,,0.733333333,0.266666667
2048,32768,,sqrt,0.82,0.18
2048,32768,,log2,0.826666667,0.173333333
2048,32768,,,0.733333333,0.266666667
2048,65536,2,sqrt,0.706666667,0.293333333
2048,65536,2,log2,0.733333333,0.266666667
2048,65536,2,,0.586666667,0.413333333
2048,65536,4,sqrt,0.8,0.2
2048,65536,4,log2,0.806666667,0.193333333
2048,65536,4,,0.713333333,0.286666667
2048,65536,8,sqrt,0.82,0.18
2048,65536,8,log2,0.826666667,0.173333333
2048,65536,8,,0.733333333,0.266666667
2048,65536,16,sqrt,0.82,0.18
2048,65536,16,log2,0.826666667,0.173333333
2048,65536,16,,0.733333333,0.266666667
2048,65536,32,sqrt,0.82,0.18
2048,65536,32,log2,0.826666667,0.173333333
2048,65536,32,,0.733333333,0.266666667
2048,65536,64,sqrt,0.82,0.18
2048,65536,64,log2,0.826666667,0.173333333
2048,65536,64,,0.733333333,0.266666667
2048,65536,,sqrt,0.82,0.18
2048,65536,,log2,0.826666667,0.173333333
2048,65536,,,0.733333333,0.266666667
