128,1024,32,1,0.74
128,1024,32,9,0.76
128,1024,32,17,0.7533333333333333
128,1024,32,25,0.7466666666666667
128,1024,32,33,0.7333333333333333
128,1024,32,41,0.74
128,1024,32,49,0.72
128,1024,32,57,0.7
128,1024,32,65,0.7066666666666667
128,1024,32,73,0.7266666666666667
128,1024,32,81,0.7133333333333334
128,1024,32,89,0.7133333333333334
128,1024,32,97,0.6866666666666666
128,1024,32,105,0.7
128,1024,32,113,0.6866666666666666
128,1024,32,121,0.7
256,1024,32,1,0.74
256,1024,32,17,0.7666666666666667
256,1024,32,33,0.76
256,1024,32,49,0.7666666666666667
256,1024,32,65,0.74
256,1024,32,81,0.7533333333333333
256,1024,32,97,0.7866666666666666
256,1024,32,113,0.7666666666666667
256,1024,32,129,0.7733333333333333
256,1024,32,145,0.7466666666666667
256,1024,32,161,0.78
256,1024,32,177,0.7666666666666667
256,1024,32,193,0.7666666666666667
256,1024,32,209,0.7533333333333333
256,1024,32,225,0.76
256,1024,32,241,0.76
512,1024,32,1,0.7533333333333333
512,1024,32,33,0.8
512,1024,32,65,0.8066666666666666
512,1024,32,97,0.8
512,1024,32,129,0.7733333333333333
512,1024,32,161,0.7866666666666666
512,1024,32,193,0.8066666666666666
512,1024,32,225,0.8
512,1024,32,257,0.7733333333333333
512,1024,32,289,0.7666666666666667
512,1024,32,321,0.78
512,1024,32,353,0.78
512,1024,32,385,0.7733333333333333
512,1024,32,417,0.7933333333333333
512,1024,32,449,0.7733333333333333
512,1024,32,481,0.7733333333333333
1024,1024,32,1,0.74
1024,1024,32,65,0.82
1024,1024,32,129,0.8
1024,1024,32,193,0.7933333333333333
1024,1024,32,257,0.8
1024,1024,32,321,0.7866666666666666
1024,1024,32,385,0.7933333333333333
1024,1024,32,449,0.7666666666666667
1024,1024,32,513,0.8066666666666666
1024,1024,32,577,0.8
1024,1024,32,641,0.7933333333333333
1024,1024,32,705,0.8
1024,1024,32,769,0.7733333333333333
1024,1024,32,833,0.78
1024,1024,32,897,0.7866666666666666
1024,1024,32,961,0.7933333333333333
2048,1024,32,1,0.7333333333333333
2048,1024,32,129,0.8066666666666666
2048,1024,32,257,0.78
2048,1024,32,385,0.7933333333333333
2048,1024,32,513,0.8066666666666666
2048,1024,32,641,0.7733333333333333
2048,1024,32,769,0.7866666666666666
2048,1024,32,897,0.7933333333333333
2048,1024,32,1025,0.76
2048,1024,32,1153,0.7866666666666666
2048,1024,32,1281,0.76
2048,1024,32,1409,0.7533333333333333
2048,1024,32,1537,0.7466666666666667
2048,1024,32,1665,0.76
2048,1024,32,1793,0.7466666666666667
2048,1024,32,1921,0.74
