128,64,4,1,0.7266666666666667,0.2485806941986084
128,64,4,9,0.7133333333333334,0.2516136169433594
128,64,4,17,0.72,0.24001073837280273
128,64,4,25,0.7066666666666667,0.2655196189880371
128,64,4,33,0.6866666666666666,0.23076653480529785
128,64,4,41,0.68,0.2545127868652344
128,64,4,49,0.6466666666666666,0.22932672500610352
128,64,4,57,0.68,0.2606818675994873
128,64,4,65,0.68,0.2636585235595703
128,64,4,73,0.6466666666666666,0.25897979736328125
128,64,4,81,0.6666666666666666,0.2554206848144531
128,64,4,89,0.68,0.2627255916595459
128,64,4,97,0.6666666666666666,0.2593533992767334
128,64,4,105,0.68,0.35734128952026367
128,64,4,113,0.66,0.3642749786376953
128,64,4,121,0.6933333333333334,0.3611745834350586
128,64,8,1,0.68,0.2708423137664795
128,64,8,9,0.7466666666666667,0.2681710720062256
128,64,8,17,0.7533333333333333,0.2648434638977051
128,64,8,25,0.7133333333333334,0.27036118507385254
128,64,8,33,0.7333333333333333,0.25600361824035645
128,64,8,41,0.72,0.2606985569000244
128,64,8,49,0.6866666666666666,0.26247262954711914
128,64,8,57,0.6733333333333333,0.26650428771972656
128,64,8,65,0.6933333333333334,0.26044654846191406
128,64,8,73,0.7066666666666667,0.25411343574523926
128,64,8,81,0.68,0.26317310333251953
128,64,8,89,0.68,0.2632937431335449
128,64,8,97,0.7,0.25300025939941406
128,64,8,105,0.68,0.26621508598327637
128,64,8,113,0.7066666666666667,0.2630462646484375
128,64,8,121,0.6933333333333334,0.26131534576416016
128,64,16,1,0.6733333333333333,0.27196836471557617
128,64,16,9,0.7533333333333333,0.26859498023986816
128,64,16,17,0.76,0.2671689987182617
128,64,16,25,0.7133333333333334,0.2687201499938965
128,64,16,33,0.7333333333333333,0.2694864273071289
128,64,16,41,0.7333333333333333,0.26790666580200195
128,64,16,49,0.6866666666666666,0.26674532890319824
128,64,16,57,0.6733333333333333,0.2601943016052246
128,64,16,65,0.7,0.2624194622039795
128,64,16,73,0.7066666666666667,0.26522231101989746
128,64,16,81,0.68,0.26047658920288086
128,64,16,89,0.68,0.2574920654296875
128,64,16,97,0.7,0.26335978507995605
128,64,16,105,0.68,0.26132655143737793
128,64,16,113,0.7066666666666667,0.25008273124694824
128,64,16,121,0.6933333333333334,0.2663424015045166
128,64,32,1,0.6733333333333333,0.2664189338684082
128,64,32,9,0.7533333333333333,0.2660868167877197
128,64,32,17,0.76,0.27269959449768066
128,64,32,25,0.7133333333333334,0.27082324028015137
128,64,32,33,0.7333333333333333,0.2694556713104248
128,64,32,41,0.7333333333333333,0.2684593200683594
128,64,32,49,0.6866666666666666,0.26841259002685547
128,64,32,57,0.6733333333333333,0.2696533203125
128,64,32,65,0.7,0.26560401916503906
128,64,32,73,0.7066666666666667,0.2619493007659912
128,64,32,81,0.68,0.2566525936126709
128,64,32,89,0.68,0.2622032165527344
128,64,32,97,0.7,0.2606058120727539
128,64,32,105,0.68,0.2538893222808838
128,64,32,113,0.7066666666666667,0.2636535167694092
128,64,32,121,0.6933333333333334,0.25946903228759766
128,64,64,1,0.6733333333333333,0.2736482620239258
128,64,64,9,0.7533333333333333,0.2657179832458496
128,64,64,17,0.76,0.27317142486572266
128,64,64,25,0.7133333333333334,0.26918792724609375
128,64,64,33,0.7333333333333333,0.2674834728240967
128,64,64,41,0.7333333333333333,0.27303218841552734
128,64,64,49,0.6866666666666666,0.26891446113586426
128,64,64,57,0.6733333333333333,0.26549863815307617
128,64,64,65,0.7,0.26754117012023926
